case_id,repeat_index,objective,expected_family,planner_status,planner_family,planner_family_correct,planner_bindings_correct,planner_outcome_correct,planner_attempt_count,planner_retry_count,planner_first_pass,planner_recovered_after_retry,planner_retry_class,planner_normalization_count,expected_tool,requested_tool,tool_selection_correct,tool_arguments_correct,tool_attempt_count,tool_retry_count,tool_first_pass,tool_recovered_after_retry,should_execute,execution_observed,execution_correct,chart_type_expected,chart_type_observed,chart_type_correct,guardrail_correct,case_pass,latency_seconds,planner_rule_version,native_tool_rule_version,pipeline_rule_version,failure_reasons
quantitative_salary_training,1,Étudier la relation entre salary et training_hours.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,6.1374,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
categorical_overtime_left,1,Étudier l'association entre overtime et left_company.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,0,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.8278,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
group_salary_department,1,Comparer salary selon department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.6812,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
distribution_salary,1,Analyser la distribution de salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.8553,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
time_salary_snapshot,1,Analyser l'évolution de la médiane de salary selon snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.1156,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
guardrail_missing_year,1,Analyser l'évolution de la médiane de salary selon Year.,time_series,blocked,unresolved,False,True,True,2,1,False,False,guardrail_abstention,0,,,True,True,0,0,True,False,False,False,True,,,True,True,False,7.9189,ai_analytical_planner_v0.11,,ai_native_pipeline_v0.2,planner_family=unresolved
quantitative_salary_training,2,Étudier la relation entre salary et training_hours.,quantitative_association,validated,quantitative_association,True,True,True,1,0,True,False,none,0,run_quantitative_association,run_quantitative_association,True,True,1,0,True,False,True,True,True,scatter,scatter,True,True,True,3.8314,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
categorical_overtime_left,2,Étudier l'association entre overtime et left_company.,categorical_association,validated,categorical_association,True,True,True,1,0,True,False,none,0,run_categorical_association,run_categorical_association,True,True,1,0,True,False,True,True,True,heatmap,heatmap,True,True,True,3.8397,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
group_salary_department,2,Comparer salary selon department.,group_comparison,validated,group_comparison,True,True,True,1,0,True,False,none,2,run_group_comparison,run_group_comparison,True,True,1,0,True,False,True,True,True,boxplot,boxplot,True,True,True,3.6974,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
distribution_salary,2,Analyser la distribution de salary.,distribution,validated,distribution,True,True,True,1,0,True,False,none,1,run_distribution,run_distribution,True,True,1,0,True,False,True,True,True,histogram,histogram,True,True,True,3.822,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
time_salary_snapshot,2,Analyser l'évolution de la médiane de salary selon snapshot_date.,time_series,validated,time_series,True,True,True,1,0,True,False,none,2,run_time_series,run_time_series,True,True,1,0,True,False,True,True,True,line_band,line_band,True,True,True,4.1422,ai_analytical_planner_v0.11,native_tool_calling_v0.6,ai_native_pipeline_v0.2,
